price_for_two,delivery_time_min,distance_km,food_prep_time_min,restaurant_age_years,avg_monthly_orders,discount_percent,delivery_fee,late_delivery_rate,packaging_rating,hygiene_rating,customer_support_rating,cuisine_count,city_tier,restaurant_type,veg_option,online_order,table_booking,food_rating
687.0,28.8,0.32,24.2,6.4,1153.0,30.1,52.0,0.09,4,4,3,3,1,Quick Bites,Yes,Yes,Yes,5
1165.0,39.1,3.72,29.8,0.3,561.0,29.6,36.1,0.24,3,4,5,1,2,Fine Dining,Yes,Yes,Yes,5
749.0,49.6,3.45,32.5,1.2,552.0,20.3,61.0,0.102,5,3,4,2,2,Cafe,No,Yes,No,4
1845.0,27.3,0.3,33.0,2.0,1545.0,17.8,19.9,0.162,4,3,5,2,2,Quick Bites,No,Yes,Yes,4
555.0,54.8,1.1,13.3,2.4,3133.0,37.7,72.3,0.148,4,2,5,3,2,Cafe,Yes,No,No,5
341.0,35.3,2.07,26.7,17.6,543.0,16.5,48.4,0.177,5,4,4,2,1,Quick Bites,Yes,No,No,3
423.0,10.0,0.69,27.3,3.1,1106.0,16.9,39.5,0.356,3,3,1,2,2,Quick Bites,Yes,Yes,Yes,5
443.0,47.5,0.69,13.0,15.0,918.0,17.3,67.1,0.299,3,2,3,1,2,Fine Dining,No,Yes,No,4
655.0,37.1,1.99,38.7,15.7,3988.0,15.8,35.3,0.132,3,3,1,4,2,Casual Dining,No,Yes,Yes,3
533.0,58.7,1.9,10.0,10.6,3457.0,9.9,34.4,0.43,2,4,5,2,1,Casual Dining,No,Yes,No,4
540.0,40.2,2.91,32.0,28.4,2791.0,33.1,39.0,0.18,2,3,2,3,2,Cloud Kitchen,No,Yes,No,4
262.0,31.8,6.09,25.8,7.9,5153.0,20.6,21.8,0.236,3,4,4,2,1,Cloud Kitchen,No,Yes,Yes,5
506.0,11.4,1.61,38.1,4.7,1243.0,15.0,29.5,0.1,3,2,4,3,1,Quick Bites,Yes,Yes,No,4
856.0,10.0,0.68,37.5,9.0,1061.0,19.5,39.4,0.327,1,2,3,1,1,Quick Bites,No,Yes,No,3
568.0,55.2,1.73,17.5,2.1,1627.0,7.4,65.6,0.056,3,5,2,2,2,Cloud Kitchen,Yes,Yes,Yes,4
452.0,26.4,0.53,15.3,5.5,1537.0,9.9,44.1,0.04,1,3,1,3,1,Casual Dining,No,No,No,5
880.0,10.0,6.85,36.5,10.2,2994.0,6.5,22.4,0.056,4,3,4,2,1,Casual Dining,No,No,No,4
466.0,72.6,9.68,19.7,4.8,1641.0,20.6,35.0,0.339,4,5,3,3,2,Cafe,Yes,Yes,No,5
297.0,26.6,0.83,18.6,0.4,1452.0,37.9,66.7,0.285,3,5,2,1,1,Quick Bites,Yes,Yes,No,5
1025.0,55.2,2.91,29.5,9.8,741.0,16.5,46.8,0.072,4,4,3,4,3,Casual Dining,Yes,Yes,Yes,4
526.0,16.0,2.29,27.8,7.7,984.0,23.5,17.2,0.166,2,3,5,1,3,Quick Bites,No,Yes,Yes,4
356.0,62.8,1.11,16.6,7.9,473.0,7.1,33.6,0.227,2,5,1,4,1,Cloud Kitchen,Yes,Yes,No,3
539.0,25.8,4.03,18.6,4.6,1909.0,24.6,52.9,0.198,3,3,4,1,1,Casual Dining,No,Yes,No,4
331.0,49.4,1.12,19.2,3.2,1722.0,30.1,44.7,0.071,3,2,4,1,2,Casual Dining,Yes,Yes,No,4
430.0,59.9,15.11,24.6,6.5,1327.0,26.4,51.9,0.027,4,3,4,2,2,Quick Bites,Yes,Yes,No,4
286.0,42.2,10.69,25.8,0.6,668.0,6.0,29.0,0.356,5,4,5,4,1,Cloud Kitchen,Yes,Yes,Yes,3
388.0,29.3,3.78,28.0,12.5,1431.0,21.2,15.6,0.204,3,2,3,1,1,Casual Dining,No,Yes,No,3
274.0,32.2,5.39,10.0,4.1,2311.0,11.6,57.9,0.323,4,4,3,1,3,Quick Bites,Yes,Yes,No,5
677.0,53.9,1.77,33.7,10.9,3479.0,36.0,22.3,0.352,3,4,4,4,2,Quick Bites,Yes,No,Yes,4
254.0,24.0,4.03,20.0,19.3,495.0,10.3,77.5,0.092,5,5,5,2,2,Cafe,No,Yes,No,5
529.0,33.0,6.08,22.6,4.9,1242.0,21.5,54.3,0.136,2,4,3,3,2,Casual Dining,No,Yes,No,4
150.0,39.0,2.06,22.4,3.1,400.0,5.9,8.8,0.267,5,4,2,3,1,Casual Dining,No,Yes,Yes,5
738.0,42.1,6.33,31.7,5.0,4489.0,9.0,33.0,0.154,5,5,2,2,3,Cafe,No,Yes,No,5
423.0,62.4,2.46,17.4,26.9,1348.0,28.3,59.0,0.032,5,3,4,4,1,Casual Dining,No,Yes,No,5
433.0,32.7,8.53,42.4,4.3,431.0,6.3,62.8,0.157,3,3,3,1,1,Quick Bites,Yes,No,No,3
550.0,39.2,4.87,14.6,3.9,3310.0,26.3,39.7,0.245,4,2,3,2,2,Casual Dining,Yes,No,No,5
229.0,44.4,1.25,45.0,15.4,355.0,6.4,37.0,0.12,4,2,2,3,1,Cafe,Yes,Yes,No,2
267.0,11.7,1.99,32.2,7.5,483.0,13.3,21.6,0.073,5,5,2,2,2,Casual Dining,Yes,Yes,Yes,5
575.0,56.9,3.34,18.3,15.7,653.0,15.1,32.6,0.236,5,2,2,1,1,Cafe,Yes,No,No,3
532.0,22.8,4.0,26.4,3.8,1594.0,50.5,41.9,0.286,3,3,2,1,1,Cloud Kitchen,Yes,Yes,Yes,4
550.0,68.2,7.34,33.8,14.5,414.0,8.9,46.9,0.315,4,4,3,4,3,Casual Dining,No,No,No,3
536.0,40.0,1.79,19.7,0.3,3313.0,37.5,61.9,0.523,4,3,5,3,1,Casual Dining,Yes,Yes,No,5
807.0,43.0,2.04,12.5,6.3,1936.0,32.3,54.1,0.189,2,1,2,2,1,Cafe,No,Yes,Yes,2
405.0,36.4,2.0,40.6,3.6,663.0,12.7,49.7,0.26,2,4,3,2,1,Quick Bites,No,Yes,Yes,4
281.0,28.9,0.59,17.4,2.2,3153.0,21.4,61.5,0.194,4,3,5,2,1,Quick Bites,Yes,Yes,Yes,5
319.0,53.1,2.46,19.7,0.1,1176.0,22.6,13.6,0.028,3,2,2,3,3,Cloud Kitchen,Yes,Yes,No,3
370.0,32.8,9.67,37.6,10.3,812.0,28.8,27.5,0.207,4,3,3,3,1,Quick Bites,Yes,Yes,No,3
533.0,63.7,4.04,10.0,11.2,2405.0,10.7,25.2,0.057,3,2,2,1,1,Cafe,No,Yes,No,3
395.0,36.5,0.39,22.3,7.9,1870.0,27.3,83.4,0.48,5,4,4,2,2,Quick Bites,Yes,Yes,No,5
630.0,44.4,0.62,32.4,0.0,1897.0,12.4,32.6,0.114,4,5,4,3,1,Casual Dining,No,Yes,No,4
950.0,44.0,0.42,34.0,3.0,2559.0,30.8,34.3,0.061,4,5,5,3,1,Casual Dining,No,Yes,No,5
401.0,42.6,2.14,32.2,0.4,6245.0,11.2,10.3,0.062,1,3,1,2,3,Casual Dining,Yes,Yes,No,3
605.0,46.7,2.12,14.0,25.0,963.0,24.7,16.2,0.075,2,3,5,4,2,Cloud Kitchen,Yes,Yes,No,3
614.0,52.5,1.07,34.1,4.8,4024.0,20.2,20.3,0.265,4,3,3,4,1,Cloud Kitchen,Yes,Yes,No,3
436.0,37.6,2.34,31.5,1.2,1841.0,11.0,44.4,0.182,3,1,3,1,3,Quick Bites,Yes,Yes,No,3
319.0,65.7,0.3,16.8,13.1,1009.0,6.4,43.6,0.321,3,3,3,3,1,Quick Bites,Yes,No,No,2
573.0,50.6,2.19,31.2,12.5,1213.0,19.6,0.0,0.158,5,5,4,3,1,Cafe,Yes,Yes,No,4
262.0,36.8,0.38,33.6,0.3,1686.0,6.1,36.9,0.055,4,5,5,2,1,Casual Dining,No,Yes,No,5
455.0,31.0,1.05,33.3,2.7,1831.0,42.6,36.8,0.404,2,4,4,4,3,Casual Dining,No,Yes,Yes,5
225.0,36.8,0.38,37.0,6.1,1109.0,0.6,44.3,0.095,3,4,3,1,1,Casual Dining,Yes,Yes,No,4
2009.0,37.4,0.3,17.0,0.4,2933.0,37.5,51.0,0.208,3,4,2,2,2,Fine Dining,No,Yes,Yes,4
291.0,29.2,3.76,11.1,16.5,3183.0,24.8,25.3,0.013,3,3,3,1,1,Casual Dining,Yes,Yes,No,4
420.0,22.4,3.96,18.8,6.5,347.0,22.9,31.3,0.058,3,3,2,3,2,Quick Bites,No,Yes,No,4
982.0,50.1,4.21,36.5,2.0,5339.0,8.9,44.4,0.407,4,2,2,2,3,Casual Dining,No,Yes,No,4
150.0,36.7,3.06,32.4,10.0,1381.0,23.3,38.7,0.057,4,4,3,2,1,Cloud Kitchen,Yes,No,No,4
716.0,36.4,7.18,22.1,0.9,2246.0,15.9,51.0,0.194,4,2,3,1,2,Quick Bites,Yes,Yes,No,4
522.0,52.8,1.9,23.8,6.2,3269.0,29.6,53.6,0.01,3,2,3,2,2,Quick Bites,No,Yes,Yes,3
462.0,41.1,0.3,13.5,11.6,3408.0,11.1,75.9,0.064,4,4,4,1,2,Casual Dining,Yes,Yes,Yes,5
1303.0,47.9,3.57,34.1,0.0,842.0,13.7,47.8,0.171,5,3,3,2,1,Casual Dining,Yes,No,No,4
327.0,55.1,13.42,18.2,6.8,844.0,11.6,38.3,0.029,3,4,4,2,2,Casual Dining,Yes,Yes,No,4
433.0,29.2,0.73,45.9,14.7,3873.0,18.4,54.6,0.214,4,2,4,2,2,Casual Dining,Yes,Yes,No,4
561.0,24.7,0.49,22.6,34.1,1915.0,8.7,16.7,0.176,3,5,5,1,2,Casual Dining,No,No,No,5
1535.0,41.4,0.51,18.6,5.1,3148.0,27.9,69.4,0.076,5,5,2,1,2,Casual Dining,No,Yes,No,5
520.0,42.0,6.79,35.0,1.5,581.0,31.0,54.5,0.028,3,3,3,3,1,Quick Bites,No,No,No,3
787.0,26.5,3.96,25.1,21.6,1479.0,13.4,28.7,0.369,5,5,2,3,3,Cloud Kitchen,Yes,No,No,5
520.0,51.3,4.27,22.6,7.1,1653.0,11.6,37.0,0.077,4,2,2,3,1,Quick Bites,Yes,Yes,No,3
985.0,27.6,10.93,26.5,3.2,1258.0,11.1,63.7,0.065,5,3,4,1,3,Casual Dining,Yes,Yes,Yes,5
493.0,21.7,3.01,44.8,20.8,3463.0,5.4,16.9,0.096,3,5,4,2,3,Casual Dining,Yes,Yes,Yes,5
522.0,68.0,0.3,29.6,0.2,2722.0,34.0,57.3,0.177,3,5,4,4,2,Quick Bites,No,No,Yes,4
373.0,35.6,4.66,17.6,4.1,2475.0,34.5,47.2,0.214,4,2,2,2,3,Fine Dining,Yes,Yes,Yes,5
510.0,60.0,1.92,16.1,1.3,1850.0,33.3,70.0,0.037,1,4,2,1,1,Quick Bites,Yes,No,No,2
409.0,39.9,5.02,16.2,0.3,3279.0,8.4,60.0,0.016,5,4,3,2,1,Casual Dining,Yes,Yes,Yes,5
353.0,58.5,5.45,27.6,2.0,1424.0,38.1,45.9,0.374,2,5,4,4,1,Quick Bites,Yes,No,No,4
1465.0,44.9,1.49,23.6,15.0,1413.0,14.3,18.2,0.122,5,4,3,3,3,Quick Bites,Yes,No,No,5
422.0,69.4,3.8,16.9,4.1,952.0,15.5,50.9,0.3,4,3,1,2,1,Quick Bites,Yes,No,No,2
669.0,16.5,6.73,38.2,21.4,1281.0,12.8,53.3,0.192,4,2,4,1,1,Casual Dining,Yes,No,No,5
637.0,54.1,0.52,22.7,0.6,7815.0,28.5,29.7,0.369,3,3,3,2,2,Casual Dining,No,Yes,No,3
539.0,23.1,1.29,17.1,4.2,778.0,19.4,45.1,0.302,3,2,3,1,1,Casual Dining,Yes,Yes,No,4
260.0,14.0,13.5,20.4,1.4,4764.0,12.8,18.0,0.178,5,4,1,3,1,Fine Dining,Yes,Yes,No,4
322.0,28.7,0.71,22.9,8.6,1844.0,36.9,25.1,0.146,3,5,1,1,1,Quick Bites,No,Yes,No,4
764.0,13.1,0.76,40.7,2.1,2230.0,3.9,81.5,0.023,3,2,4,1,1,Quick Bites,Yes,Yes,Yes,4
338.0,37.5,7.24,11.7,26.4,1368.0,15.3,55.8,0.573,3,3,2,1,2,Quick Bites,Yes,Yes,No,4
201.0,50.6,3.53,33.5,1.9,1400.0,5.0,35.0,0.083,3,3,4,3,3,Quick Bites,Yes,Yes,No,3
936.0,45.6,0.51,29.0,0.3,1079.0,13.8,41.1,0.053,5,5,2,3,3,Casual Dining,Yes,No,No,4
275.0,28.9,1.04,23.2,6.1,3750.0,12.1,34.7,0.486,3,5,5,2,1,Fine Dining,No,Yes,Yes,5
435.0,39.4,2.62,27.1,3.4,616.0,37.0,40.9,0.436,3,4,3,2,1,Cloud Kitchen,Yes,No,No,4
422.0,32.6,0.7,31.8,2.2,2514.0,21.8,34.6,0.159,3,5,3,1,2,Quick Bites,Yes,Yes,Yes,4
278.0,35.4,2.84,43.9,15.6,1818.0,33.6,24.0,0.048,3,3,5,4,2,Casual Dining,Yes,Yes,Yes,5
654.0,40.0,3.47,45.5,1.8,1808.0,10.1,29.8,0.002,3,4,3,2,2,Cafe,No,Yes,No,4
371.0,50.5,1.85,14.2,0.1,1673.0,7.6,28.8,0.217,3,3,4,3,2,Casual Dining,No,Yes,No,4
943.0,20.6,0.3,23.9,0.9,2121.0,9.6,61.4,0.09,3,2,5,2,3,Cafe,Yes,Yes,No,4
343.0,34.6,0.54,33.9,5.5,1322.0,29.1,32.2,0.148,3,1,3,2,1,Cloud Kitchen,Yes,No,Yes,2
396.0,38.3,0.3,25.8,12.1,903.0,11.9,40.2,0.382,3,2,5,1,2,Cloud Kitchen,No,Yes,Yes,4
302.0,19.5,0.81,36.3,18.8,1737.0,21.9,24.4,0.353,3,5,4,4,2,Quick Bites,No,Yes,No,5
278.0,41.7,4.3,27.9,2.2,1603.0,24.0,45.3,0.028,2,4,5,1,1,Quick Bites,No,No,No,2
495.0,35.5,0.95,35.4,10.4,4826.0,30.4,69.5,0.005,3,2,4,1,1,Cafe,No,Yes,Yes,4
396.0,37.8,1.73,28.4,22.9,2118.0,14.3,30.1,0.314,3,4,3,1,1,Casual Dining,Yes,Yes,No,5
839.0,42.4,0.3,24.3,5.3,641.0,14.2,27.3,0.274,4,5,5,1,1,Casual Dining,No,Yes,No,5
232.0,33.6,14.89,16.0,1.4,2047.0,35.0,62.7,0.036,3,4,3,3,2,Quick Bites,Yes,No,No,5
390.0,33.7,1.25,21.7,13.6,1789.0,9.4,52.4,0.066,5,5,4,2,1,Quick Bites,Yes,Yes,Yes,5
342.0,30.5,1.45,28.5,1.4,2707.0,21.8,32.7,0.027,2,5,2,1,1,Cloud Kitchen,Yes,No,Yes,4
665.0,50.8,2.88,21.0,10.0,780.0,34.6,31.1,0.015,1,3,2,3,1,Cloud Kitchen,No,Yes,Yes,2
311.0,24.7,14.7,23.7,0.9,1291.0,7.9,53.0,0.308,3,3,3,2,1,Cafe,Yes,Yes,No,4
686.0,21.7,3.68,23.5,0.5,1521.0,13.3,58.9,0.103,5,3,4,4,1,Cafe,No,Yes,Yes,5
704.0,35.0,1.38,28.1,12.2,653.0,40.0,40.1,0.265,4,5,4,2,2,Fine Dining,No,Yes,Yes,5
449.0,10.0,1.44,12.5,1.2,1280.0,18.9,64.5,0.204,4,3,2,2,3,Casual Dining,Yes,Yes,No,4
576.0,33.0,2.27,10.0,19.9,786.0,12.7,69.3,0.275,3,3,2,1,3,Fine Dining,No,Yes,No,4
1078.0,44.1,4.92,25.8,0.0,2319.0,18.3,47.5,0.377,4,2,4,3,3,Casual Dining,Yes,No,No,5
664.0,46.8,6.55,11.0,6.1,926.0,47.1,24.8,0.294,3,4,3,1,3,Casual Dining,No,No,No,4
277.0,10.0,1.59,26.5,10.6,2380.0,13.3,18.2,0.1,3,2,3,3,2,Quick Bites,No,Yes,No,3
464.0,28.1,3.29,24.4,41.7,2156.0,39.2,7.2,0.234,3,5,2,1,2,Quick Bites,Yes,Yes,Yes,5
672.0,31.7,0.3,21.9,1.9,556.0,5.0,52.0,0.073,5,3,5,2,2,Cafe,No,Yes,Yes,5
424.0,26.1,15.86,42.0,0.7,1908.0,6.0,42.8,0.104,4,3,4,1,1,Fine Dining,No,Yes,No,4
1145.0,32.2,2.8,39.5,1.0,2709.0,18.5,39.7,0.021,3,3,4,2,2,Casual Dining,Yes,Yes,No,4
525.0,25.8,0.3,31.3,6.5,1153.0,22.0,28.3,0.134,3,3,3,4,2,Casual Dining,Yes,Yes,No,4
495.0,28.2,1.2,17.3,19.9,1446.0,17.3,45.7,0.074,3,3,4,2,1,Cloud Kitchen,No,Yes,No,5
150.0,29.4,1.67,18.6,0.9,1934.0,37.4,42.4,0.099,5,3,2,2,2,Casual Dining,Yes,Yes,Yes,5
525.0,69.5,0.3,21.5,1.0,2003.0,24.2,56.9,0.161,5,3,2,2,2,Quick Bites,Yes,Yes,No,4
326.0,40.5,1.15,17.4,0.2,1107.0,31.8,52.6,0.21,4,5,2,2,1,Quick Bites,No,No,Yes,4
396.0,37.5,4.08,33.6,10.4,1621.0,27.2,53.2,0.111,4,2,4,3,1,Casual Dining,No,Yes,No,3
584.0,52.3,3.11,20.0,17.4,1115.0,18.7,25.7,0.044,3,5,3,2,3,Casual Dining,Yes,No,No,5
420.0,22.2,5.42,34.7,3.5,2038.0,2.9,16.4,0.168,3,4,4,2,3,Fine Dining,Yes,Yes,No,5
185.0,47.2,1.24,29.6,1.5,1765.0,8.9,45.4,0.34,5,5,4,3,1,Cloud Kitchen,No,Yes,No,4
273.0,45.6,0.3,42.1,2.5,2013.0,17.4,36.4,0.316,2,5,3,4,3,Cafe,No,Yes,No,3
856.0,43.4,2.57,22.1,0.5,880.0,6.9,35.1,0.471,3,3,5,1,2,Casual Dining,Yes,Yes,No,5
368.0,40.0,0.3,33.8,2.8,565.0,1.4,50.8,0.38,5,3,3,2,3,Quick Bites,Yes,Yes,No,4
677.0,39.7,0.98,24.6,0.8,1095.0,15.4,42.3,0.332,5,5,4,3,3,Quick Bites,Yes,Yes,Yes,5
757.0,21.0,4.0,15.3,15.6,451.0,30.8,73.3,0.222,4,3,5,2,2,Casual Dining,Yes,No,No,5
803.0,39.5,7.28,10.0,3.9,1317.0,10.2,53.3,0.237,2,3,4,1,3,Quick Bites,No,Yes,No,4
1367.0,44.7,2.42,27.5,2.5,3508.0,17.0,13.2,0.365,3,4,5,1,3,Cafe,Yes,No,Yes,4
460.0,44.3,14.37,25.8,4.3,1453.0,18.7,64.7,0.125,4,3,3,2,1,Cloud Kitchen,Yes,Yes,No,4
350.0,35.6,2.31,33.3,0.7,3105.0,22.0,51.4,0.063,4,1,4,2,1,Quick Bites,Yes,Yes,Yes,2
576.0,50.0,0.41,16.9,1.3,917.0,15.3,16.9,0.152,2,5,5,3,1,Casual Dining,No,Yes,No,4
710.0,51.7,0.43,35.0,1.7,1765.0,49.8,33.1,0.59,2,5,4,4,1,Casual Dining,Yes,Yes,No,3
1022.0,40.4,0.3,33.4,1.4,3427.0,13.9,38.0,0.506,3,4,5,4,2,Casual Dining,No,Yes,No,5
550.0,50.7,7.99,45.3,0.8,2449.0,7.3,36.5,0.015,5,4,2,2,1,Casual Dining,Yes,Yes,No,4
611.0,48.8,0.65,17.7,12.8,7545.0,15.7,74.0,0.314,5,3,3,4,1,Casual Dining,Yes,Yes,No,5
588.0,37.5,10.52,10.0,3.2,1484.0,10.6,24.4,0.138,4,2,4,4,2,Cafe,Yes,Yes,No,5
296.0,42.1,1.35,18.1,3.5,4763.0,20.1,40.3,0.045,4,5,5,1,2,Quick Bites,Yes,Yes,No,5
301.0,10.4,1.1,24.6,3.3,1499.0,5.4,64.3,0.037,4,4,5,2,1,Quick Bites,Yes,Yes,Yes,5
302.0,43.4,6.74,23.8,22.3,3267.0,4.0,35.6,0.478,3,2,5,2,1,Quick Bites,Yes,Yes,No,4
243.0,45.5,2.01,34.7,0.3,669.0,13.6,33.7,0.246,4,5,2,3,2,Quick Bites,No,Yes,Yes,5
1025.0,50.3,4.77,14.5,1.7,1892.0,41.5,12.6,0.367,3,3,3,2,2,Fine Dining,No,Yes,No,5
564.0,33.2,2.18,25.0,1.9,766.0,46.4,19.2,0.189,3,4,5,1,1,Quick Bites,No,No,Yes,4
538.0,32.1,4.02,28.9,1.1,1077.0,24.6,43.7,0.111,4,1,2,2,3,Cafe,Yes,Yes,Yes,4
499.0,37.0,2.26,34.5,0.9,4813.0,12.0,21.5,0.236,4,3,5,3,1,Casual Dining,Yes,Yes,Yes,5
534.0,39.6,2.88,38.4,6.4,1648.0,23.0,44.6,0.123,5,4,3,3,2,Cafe,No,Yes,Yes,4
422.0,57.2,0.3,23.3,3.0,1944.0,26.9,61.1,0.258,3,3,4,2,1,Cafe,No,Yes,No,3
1460.0,21.1,1.38,30.9,3.1,1876.0,17.5,64.2,0.153,2,3,5,1,2,Casual Dining,No,Yes,No,4
930.0,51.4,1.11,34.5,3.6,2852.0,27.6,24.7,0.066,5,4,5,1,1,Fine Dining,No,Yes,No,5
453.0,57.9,3.6,13.3,7.3,725.0,28.1,89.3,0.089,5,4,2,4,1,Quick Bites,Yes,Yes,No,5
1067.0,41.5,3.56,33.3,5.8,1741.0,13.8,23.0,0.037,4,2,4,2,2,Quick Bites,No,Yes,Yes,4
261.0,34.8,2.01,22.0,18.6,4946.0,8.1,40.5,0.051,4,4,5,3,2,Quick Bites,Yes,No,Yes,3
324.0,36.6,6.33,10.0,11.3,1405.0,13.0,29.4,0.018,4,1,4,1,1,Quick Bites,No,No,Yes,3
424.0,36.1,5.47,34.9,1.3,1467.0,37.9,39.1,0.281,3,5,4,2,1,Casual Dining,Yes,Yes,No,4
478.0,60.1,7.28,32.5,6.8,975.0,28.2,28.1,0.164,2,1,2,4,3,Quick Bites,Yes,Yes,Yes,3
516.0,22.7,3.64,21.7,8.9,619.0,33.1,38.3,0.498,4,2,5,1,1,Fine Dining,No,Yes,Yes,5
381.0,51.2,3.94,16.8,0.6,954.0,13.3,14.2,0.201,1,4,2,2,3,Cafe,No,Yes,No,3
340.0,34.2,2.78,18.8,6.1,715.0,14.9,39.0,0.17,2,2,2,1,1,Cafe,Yes,Yes,Yes,2
209.0,31.8,1.92,29.8,13.8,1641.0,18.9,44.1,0.133,5,3,5,1,2,Cafe,Yes,Yes,No,4
374.0,32.1,0.57,30.0,0.8,1265.0,24.7,61.7,0.089,3,4,3,1,3,Casual Dining,No,Yes,No,4
1095.0,65.7,0.78,19.2,4.7,1276.0,4.4,6.5,0.213,4,3,2,1,2,Cloud Kitchen,No,Yes,No,4
771.0,35.8,5.19,15.1,3.5,506.0,10.9,7.0,0.054,3,2,3,2,2,Casual Dining,Yes,Yes,Yes,4
184.0,56.4,4.65,22.8,4.6,1173.0,31.1,37.4,0.497,4,4,2,1,1,Cafe,Yes,Yes,Yes,3
400.0,36.3,2.96,23.8,6.2,1697.0,13.8,55.5,0.687,5,5,3,3,1,Quick Bites,Yes,Yes,No,5
1172.0,26.5,2.09,29.0,1.9,2983.0,4.8,12.9,0.126,2,4,3,4,1,Cloud Kitchen,No,Yes,No,5
185.0,67.5,1.55,22.1,13.6,2499.0,13.8,33.9,0.209,2,4,3,4,1,Casual Dining,Yes,Yes,Yes,4
408.0,25.0,0.3,33.0,2.3,433.0,3.8,11.4,0.185,4,4,3,3,1,Cloud Kitchen,No,Yes,Yes,5
196.0,29.2,5.54,18.7,4.8,819.0,18.9,49.4,0.262,2,4,3,2,2,Casual Dining,Yes,Yes,No,5
297.0,54.3,4.37,15.5,12.8,969.0,12.3,41.3,0.338,4,4,3,2,2,Fine Dining,Yes,Yes,Yes,3
342.0,44.3,11.82,37.3,0.2,1239.0,20.0,0.0,0.021,3,3,3,1,1,Cloud Kitchen,Yes,Yes,No,2
691.0,63.2,0.79,18.1,1.4,1504.0,21.5,87.7,0.313,5,3,3,3,2,Cafe,Yes,Yes,Yes,4
365.0,53.7,0.3,28.6,16.8,498.0,36.0,50.3,0.307,2,4,5,2,2,Cafe,No,No,No,4
518.0,39.6,1.5,46.1,8.2,2191.0,24.6,38.0,0.493,4,5,3,4,2,Casual Dining,Yes,No,No,3
752.0,46.9,1.77,30.3,1.9,1142.0,45.7,33.9,0.069,4,2,3,1,1,Cloud Kitchen,No,Yes,Yes,4
591.0,45.5,10.91,33.9,2.1,4352.0,4.6,26.0,0.025,2,4,3,1,2,Quick Bites,Yes,No,Yes,4
766.0,61.7,2.13,10.0,3.4,1632.0,40.4,13.2,0.216,3,4,2,2,1,Fine Dining,Yes,No,No,5
474.0,38.3,3.19,14.1,4.4,1587.0,34.1,22.4,0.313,3,4,2,2,2,Quick Bites,No,Yes,No,4
735.0,33.2,1.28,33.3,1.4,800.0,24.4,50.3,0.209,4,2,3,3,3,Quick Bites,No,Yes,No,4
421.0,32.5,4.36,27.8,3.6,1055.0,20.6,15.6,0.165,3,3,4,2,3,Cloud Kitchen,No,Yes,No,4
580.0,45.0,0.57,13.6,5.4,468.0,27.2,44.0,0.155,3,4,3,4,2,Quick Bites,No,Yes,Yes,5
257.0,62.4,2.82,26.0,1.1,388.0,34.8,35.1,0.298,4,3,3,1,2,Quick Bites,Yes,Yes,No,4
497.0,60.4,3.8,32.4,14.4,1853.0,27.6,49.0,0.042,4,4,3,1,2,Casual Dining,No,Yes,No,5
214.0,53.6,0.63,42.7,1.3,953.0,27.9,45.7,0.268,4,3,4,1,1,Fine Dining,Yes,No,Yes,3
857.0,25.7,1.06,15.3,0.2,2163.0,31.1,62.8,0.055,3,5,3,2,2,Casual Dining,Yes,Yes,No,5
166.0,43.8,0.71,37.7,27.8,1685.0,14.0,30.4,0.288,3,4,5,2,2,Casual Dining,No,Yes,No,4
678.0,31.6,2.82,21.4,6.3,1447.0,2.4,47.2,0.165,4,3,3,4,2,Cafe,Yes,Yes,No,5
475.0,24.4,1.98,20.9,0.6,1453.0,4.6,39.6,0.346,4,3,2,2,1,Casual Dining,No,Yes,Yes,4
615.0,45.3,6.66,40.3,10.9,2149.0,11.0,44.3,0.117,2,4,4,1,2,Quick Bites,No,Yes,No,2
227.0,43.5,3.84,38.3,12.6,596.0,35.9,62.6,0.153,4,4,5,4,2,Cafe,No,Yes,Yes,4
574.0,32.1,6.25,13.4,4.4,1722.0,6.1,28.3,0.623,1,5,4,2,2,Casual Dining,No,Yes,No,4
490.0,55.8,1.53,22.7,6.1,2145.0,41.2,49.6,0.075,4,3,3,2,1,Quick Bites,Yes,No,Yes,4
1687.0,15.0,0.8,28.0,14.4,3923.0,33.4,61.5,0.131,1,3,5,4,3,Quick Bites,Yes,Yes,Yes,4
418.0,13.7,9.29,33.8,8.6,3009.0,5.9,59.7,0.077,5,4,3,2,2,Quick Bites,No,Yes,No,5
495.0,31.9,1.52,33.9,0.7,764.0,1.7,38.3,0.047,4,4,2,3,3,Quick Bites,No,Yes,Yes,3
231.0,49.5,8.17,36.5,1.6,2033.0,16.1,46.1,0.301,2,5,3,4,1,Quick Bites,Yes,Yes,Yes,3
546.0,40.0,2.05,29.2,25.6,945.0,39.5,45.5,0.229,4,4,4,3,1,Cloud Kitchen,Yes,No,No,5
695.0,42.8,5.14,39.4,1.9,2550.0,8.3,51.2,0.234,2,5,5,1,2,Fine Dining,No,Yes,No,4
608.0,11.5,1.2,32.6,11.5,921.0,17.9,24.4,0.431,3,4,2,1,2,Cafe,No,Yes,No,4
489.0,57.3,0.3,26.5,0.0,1309.0,36.2,41.4,0.298,4,4,1,2,2,Cloud Kitchen,Yes,Yes,No,3
241.0,30.1,3.01,14.8,6.5,1390.0,0.7,15.5,0.389,4,3,4,2,2,Casual Dining,No,Yes,Yes,4
565.0,59.3,0.3,32.8,3.1,1342.0,18.0,17.5,0.271,3,3,5,2,1,Cafe,No,Yes,No,4
